fen,depth,cp
Q7/2bbkp2/4bp2/2b2n2/8/8/6Qb/5Q1K b - -,27,-92.0
r4rk1/3pnppp/1p2p3/p3q3/2P5/P5PP/1PQ1PPK1/R1B2R2 w - -,23,28.0
1rbq1rk1/5ppp/p1np4/3Np1b1/1pP1P3/3Q4/PPN1BPPP/R4RK1 b - -,24,14.0
2k2r1r/pppqbp2/2npBn1p/4p1p1/1P2P3/P2P1N1P/2PN1PP1/R1BQ1RK1 b - -,28,-60.0
1r3rk1/4ppb1/b2p2p1/2pP4/2n5/P1N3P1/1P2PPB1/R1B2RK1 w - -,22,-113.0
rnbr2k1/pp2n1bp/2p2pp1/4p3/2N5/3P1NP1/PP1BPPBP/R4RK1 b - -,21,0.0
6k1/2r1pp1p/P2pb1p1/8/r7/6P1/P2RPPBP/R5K1 w - -,24,0.0
r3r1k1/pp3ppp/2p5/b2pPb2/1P3B2/P1N5/2P1RPPP/3R2K1 b - -,20,-142.0
8/8/8/3B4/1P1kQ1p1/2N1b3/KPPn4/8 b - -,24,678.0
4kb1r/1b3ppp/pq1pp3/8/1P1NnPPB/P1p5/2P4P/2KRRQ2 b k -,30,0.0
r1b1kb1r/6pp/p2p4/1p1P1p2/3pP3/N7/PP1K1PPP/R4B1R w kq -,26,0.0
2r2r2/pp2p1bk/1n1qb1pp/Q3Np2/3P1P2/1PN1B2P/P5P1/2R2RK1 b - -,21,-53.0
r1bq1rk1/pp3pp1/2np1n1p/2p1p3/2P5/P1QPP1P1/1P1N1PBP/R1B2RK1 b - -,25,-8.0
6k1/p7/2p3p1/4B3/3P2pP/1bp5/8/2K5 b - -,16,-1271.0
4r2k/2b1r3/p4p1q/2N1P3/Q5b1/P2N4/1P4P1/R3R1K1 b - -,23,-35.0
r1bq1rk1/pppp1ppp/2nb1n2/4p3/4P3/2PP1Q1P/PP3PP1/RNB1KBNR w KQ -,29,-25.0
7B/1p5P/p4pk1/3p4/4p1p1/P7/1P6/5K2 w - -,36,193.0
1k6/p7/K1p5/8/8/1N6/p7/8 b - -,21,-16.0
8/5R2/8/5k2/8/5p2/1r6/5K2 b - -,44,0.0
8/5pk1/6p1/P2R3p/8/7P/5PPK/r7 b - -,32,4.0
r4bk1/5ppp/2bq4/1p1Np3/2p1P3/2P3P1/1P2QPBP/R5K1 w - -,25,0.0
r1bqk1nr/1p2pp2/2pp2n1/p5Bp/3PN1p1/2PBP3/PP2NPP1/R2Q1RK1 b kq -,23,324.0
7k/p7/3R3p/1p5b/2p1PN1P/2P2p2/PP6/2KB1r2 b - -,26,661.0
r1bqkb1r/1pp2ppp/p1B2n2/3p4/3QP3/5P2/PPP3PP/RNB1K1NR b KQkq -,28,-60.0
1b4k1/1P2Nbpp/1q2pp2/p1r5/8/P2R2P1/4QPP1/4R1K1 b - -,23,487.0
4r1k1/p1p2pp1/2p3np/1q6/3N4/2P4P/PP3PP1/R2Q2K1 b - -,22,-79.0
r3kb1r/ppqn2pp/2p2pb1/2p1p3/P1N1P1PN/3P3P/1PP1QP2/R1B1K2R b KQkq -,21,23.0
r5k1/pppqn2p/3p1rp1/3Pp3/2P5/6Pb/PP1QNPBP/R4RK1 w - -,26,0.0
rnbqk2r/1pp3bp/3p1np1/p2Pp3/2P1P3/2N1B1PP/PP1Q4/R3KBNR b KQkq -,26,49.0
8/1rpq1k2/2nprpbQ/pBbNpN1n/Pp2P3/2PP2BP/1P3PP1/R4R1K b - -,20,652.0
3r4/p3R2k/2B4p/3P1pp1/8/P6P/1b3PP1/6K1 b - -,21,214.0
1rb2rk1/1pN1bppp/p2q1n2/Q3N3/8/4P3/PP2BPPP/R3R1K1 b - -,21,-225.0
8/5p2/8/3p3p/1N2b1kP/6b1/1K6/4B3 w - -,19,-628.0
8/1p6/2k5/p1p2R2/7r/8/PPPK1P2/8 w - -,28,25.0
1r1q1r1k/pbp1bppp/1n2p3/4P3/2pP4/2B2N1Q/PP2BPPP/R2R2K1 b - -,24,16.0
8/5pk1/7p/p2bn1p1/Pp1p4/1PpP3P/B1P1KPP1/4N3 w - -,20,-341.0
rnbqkb1r/ppp1npp1/7p/3p4/3P3B/2N5/PP2PPPP/R2QKBNR b KQkq -,22,23.0
2rq1rk1/1b2bppp/pp2pn2/3n4/2BN4/PP2P1N1/1B3PPP/R2Q1RK1 w - -,25,16.0
r1bq3r/pp3B1p/2ppn2k/3N4/4P2b/2Q5/PPP3P1/R4RK1 w - -,21,446.0
8/2p3pk/2p4p/4Pq2/5K2/6P1/7P/8 w - -,32,-7.0
1rb1k2r/n2n1ppp/1q2p3/pp1pP1P1/2pP1N2/P1P1B1PB/1P3P2/R2QK2R b KQk -,24,161.0
8/1R3p2/4p3/4k1p1/2K4p/3b1P2/6P1/8 w - -,15,505.0
8/1p3k2/1Pp5/2PpB1p1/PN1P2P1/6K1/8/7r b - -,20,671.0
2k1n2r/1p1q2pp/r1p1p3/Pp1p4/1Q1P4/3P4/3B1PPP/R3R1K1 b - -,32,5.0
r1b2rk1/1pq1bppp/p2pp3/n3n3/3NP1P1/2N2P2/PPP3QP/1KBR1B1R w - -,26,164.0
r1b1kb1r/ppp2ppp/2n1q3/6B1/2PN4/2P5/P3BPPP/R2QK2R b KQkq -,28,48.0
2R5/8/7p/2k1r3/1p1p4/1BbK4/8/8 b - -,23,-234.0
r3kb1r/pp1np1p1/2pqpn2/3p3p/3P1P1P/3Q2N1/PPP3P1/RNB1K2R w KQkq -,20,12.0
rn1q1rk1/pbp1b1pp/1p2p3/3P1p2/3P1B2/2N3P1/PPQnPPBP/R4RK1 w - -,22,81.0
8/8/1p2p3/p1p1P1p1/P1P3P1/1P6/5K2/B1b4k w - -,21,0.0
r1b1k2r/pp2npbp/3p2p1/3P4/3pPB2/6P1/Pq3PBP/RN1Q1RK1 w kq -,21,250.0
1nq2rk1/4b1pp/p2prP2/1p1Qp3/4P2P/1N2BP2/PPPR4/2K4R b - -,21,84.0
rn1qk1nr/ppp2p1p/8/6N1/3P1pb1/5N2/PPP3P1/R1BQKB1R b KQkq -,28,467.0
6r1/1p1qrp1k/p4n1p/2p2N2/3PP3/1PP2P1P/b1BQ2R1/4R1K1 b - -,20,519.0
8/ppRR4/k7/2P1K3/1r6/3r4/P7/8 b - -,24,0.0
4r1k1/1p3pp1/7p/1Pnp4/8/4P3/3N1PPP/2R3K1 b - -,23,0.0
3r4/8/4k2p/6p1/2RK4/P1P4P/1P4P1/8 w - -,21,535.0
r4rk1/p2nbppp/1pp2n2/2Pp1p2/1P1P1B2/2N1P3/1P3PPP/R3KB1R w KQ -,20,290.0
2r1N3/1p2k1p1/1q1p1pP1/3Pp3/p6Q/nP6/PKP4P/3RR3 b - -,42,0.0
r2qk1nr/p3bpp1/2p1p1b1/3pP1Pp/1P1P4/PN3N1P/5P2/R1BQ1RK1 b kq -,25,34.0
r3kbnr/ppq2ppb/2n1p3/3pP2N/3N2PP/8/PPP2P2/R1BQKB1R w KQkq -,19,79.0
7r/4b3/1p1k1p2/p4R2/Pn1P2pp/1P6/4K1PP/3R4 b - -,15,-330.0
r2qr1k1/1p1b1pp1/3p1nnp/p2Pp3/2N1P1P1/PP2QN1P/5P2/R1R2BK1 b - -,22,35.0
r4rk1/2q2ppp/p2R4/1pp1Qb2/6P1/2N5/PPP2P1P/2K3R1 b - -,21,45.0
r2qkb1r/1p1b3p/p1n1pp1n/2pp2PP/3P1P2/2P2N1B/PP6/RNBQK2R b KQkq -,25,-4.0
rn1qk2r/pbp1b3/1p1p1n2/3Pppp1/2P5/P1N1P1BN/1P3PP1/R2QKB1R w KQkq -,22,85.0
r1q2nk1/1p1r2pp/p1n1ppb1/2P5/2BP4/2Q4P/PRNN1PP1/1R4K1 w - -,20,149.0
5k2/1pp1bpp1/8/p1n1P2p/7P/P3PN2/BP1K1PP1/8 w - -,29,122.0
rn1qkb1r/pp2pppp/2p2nb1/5P2/2p1P3/3P1N2/PP4PP/RNBQKB1R b KQkq -,20,-60.0
r1bqkb1r/p2p1ppp/2p1pn2/1p2P3/1n6/1BNP3N/PPP2PPP/R1BQK2R b KQkq -,26,117.0
rnb2rk1/pppnqppp/8/3pP3/1b1P4/2NB1NB1/PPP3PP/R2Q1RK1 b - -,23,285.0
r3qrk1/pppb2bp/3p4/3P1pp1/3P4/3QPRP1/PP1B2BP/R5K1 w - -,24,0.0
4kn1r/p2b2p1/1pp5/3p3p/3N3P/2PB1RP1/P1P2P2/2K5 w - -,25,43.0
4R3/1p3ppk/p1Pr2np/8/1P6/P2Q4/5P2/6K1 b - -,26,489.0
r1b1q1k1/ppB3bp/2n2np1/5p2/2Bpp3/4P2P/PP1N1PP1/1R1Q1RK1 b - -,23,118.0
r3kbnr/ppp2Bpp/8/2q1Pb2/3Q4/8/PPP3PP/RNB2RK1 b kq -,20,-231.0
1r3r2/2p2kp1/2Bbp2p/5q2/Q2PN3/6P1/PP3P1P/R5K1 b - -,24,-75.0
7r/1pb2k1p/p1b1ppp1/2B5/8/3RK3/P4P1P/1R6 w - -,33,-7.0
r3kr2/p5pp/2pqb3/2pp4/6P1/1P6/P1PPQ1P1/R1B2RK1 b q -,24,39.0
r4rk1/pp1nppbp/1q1p2p1/3B2B1/4P3/8/PPP1QPPP/1K1R3R w - -,21,1.0
r7/r2Np1k1/P3P1p1/2pP1p1p/R2b3P/1P4P1/R5K1/8 b - -,20,432.0
rnbqkb1r/pp2pppp/2pP1n2/8/8/5N2/PP1PPPPP/RNBQKB1R b KQkq -,23,-13.0
1r4k1/R4pr1/4p1p1/3pP2p/5P1P/2R5/P1P3P1/6K1 w - -,19,292.0
8/2k3K1/6P1/8/3R4/8/6r1/8 b - -,20,841.0
8/7p/P2pk3/4q3/4Q3/2P3p1/KP6/8 w - -,22,142.0
r1bqk1nr/ppp2ppp/2nb4/3p4/5B2/3Q1N2/PPP1PPPP/RN2KB1R w KQkq -,23,-16.0
8/5p2/6k1/1p1pP2p/3P1pPP/pP6/P3K3/8 w - -,25,611.0
6k1/5pp1/7p/4pP2/B2nP3/4K3/6PP/8 b - -,30,0.0
r1bqkb1r/pp3ppp/2n1pn2/8/3p4/2N2B2/PPP1NPPP/R1BQK2R w KQkq -,38,-15.0
rnb2rk1/pp2q1pp/4p3/5p2/3Pp3/4P3/PP1NBPPP/R2Q1RK1 b - -,18,33.0
3r4/p5pp/5k2/2pP1p2/2P1p3/4K2P/5PP1/3R4 b - -,27,-232.0
4rrk1/1p3pp1/p2p3p/2n1pN2/P3P2Q/1Pq5/2P2PPP/R4RK1 b - -,24,14.0
rnb1kb1r/pp2pppp/2p2n2/8/4N3/5P2/PPP3PP/RNBqKB1R w KQkq -,21,-154.0
rnb1kb1r/pp2pp1p/6p1/2pq4/3P4/5N2/PP2PPPP/R1BQKB1R w KQkq -,30,-1.0
5k2/6pp/1p3p2/1b3K2/pP1r3P/2R1N1P1/5P2/8 w - -,24,-667.0
r4rk1/1b1q2pp/p1nbp3/1p3p2/1P1PB3/P3B2P/4NPP1/1QR2RK1 w - -,26,0.0
3r1rk1/pp3pp1/7p/3Q4/8/P1q5/5PPP/R1R3K1 w - -,22,0.0
6k1/5ppp/p7/3Pp1Pn/7P/qpr1BP2/3R2B1/1K4R1 w - -,21,-533.0
1r1qr1k1/p1pb1ppp/Q2p1n2/4p3/2P5/1P3NP1/PB1PPP1P/R3K2R b KQ -,27,0.0
3r2nk/p1q3b1/2p2n1p/2PpNbp1/3B4/2Q3P1/PP2N1BP/5RK1 b - -,21,135.0
8/8/R7/6k1/8/3rpp2/1K6/8 w - -,20,-4000.0
8/8/8/8/8/3pK3/1P6/1b4kR b - -,53,0.0
8/8/8/8/1pk5/8/K1pB4/8 b - -,30,0.0
r1q1r1k1/pp3ppp/2pb1n2/5QN1/3Pp3/2P5/PP1B1PPP/R3R1K1 w - -,25,-21.0
N1bk3r/3nbppp/p2p1n2/4p1N1/2p1P3/6B1/PP3PPP/R2R2K1 b - -,22,-123.0
rnb1kb1r/pp2pppp/1qp2n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq -,26,-28.0
rnbq1rk1/ppp1b1pp/5n2/3pN1B1/2B5/4P3/PPP2PPP/RN1QK2R w KQ -,32,149.0
rnb1k2r/ppp2ppp/3p1n2/8/1b1Pq3/2NBBN2/PP3PPP/R2QK2R b KQkq -,27,5.0
3Q1n1k/6pp/8/5r2/8/8/PP4PP/6K1 w - -,23,633.0
r2r4/pp3kp1/2p1bp1p/2n1p1P1/2P1P2P/P2BKN2/2PR1P2/6R1 b - -,23,-58.0
rnbqkb1r/ppp1pppp/8/3P4/4Pn2/P5P1/1P3P1P/RN1QKBNR w KQkq -,23,18.0
N5k1/5pp1/3p3p/3N4/5P2/3b3P/1P4P1/4r2K w - -,29,-562.0
3N4/2r1bpkp/2p3pN/p7/2P4P/1P3P2/n7/3b2K1 w - -,23,-1339.0
rn1qk2r/pbp1ppbp/1p4p1/3p4/3Pn3/1P1BPN2/PBPN1PPP/R2QK2R w KQkq -,24,43.0
8/pr3pk1/R5p1/2r4p/7P/3N2P1/5PK1/5B2 b - -,29,17.0
b3r1k1/7p/4n1pB/1p2q3/1Pp1PpQ1/2P5/2B2P1P/R5K1 w - -,19,-95.0
rnb1k1nr/pp3ppp/2p5/4p3/1b1PP2q/2N3N1/PPP3PP/R1BQKB1R b KQkq -,27,-47.0
3r4/1R1p2p1/4k2p/p1r1p3/1p6/8/PP1RKPPP/8 w - -,27,-30.0
r2qk2r/1b2bpp1/p1p1pn1p/1p6/3PP3/3B1N2/PPQ2PPP/R1B2RK1 w kq -,22,74.0
rnbqkbnr/3p1ppp/p3p3/1p6/3BP3/5N2/PPP2PPP/RN1QKB1R w KQkq -,24,38.0
r1b1kb1r/ppp1q1p1/2np1n1p/4pPB1/2B5/2PP1Q2/PP3PPP/RN2K1NR w KQkq -,20,39.0
rb1qr1k1/pp4pp/2pPb3/2P1np2/1P2p3/B1N3P1/P1Q2PBP/R2R2K1 b - -,20,109.0
1r1n1r1k/3qppbp/2np2p1/p1p5/N1P5/1P2P1PP/P1Q2PB1/3RBR1K b - -,22,116.0
r3k2r/pp2ppbp/1qp3p1/3b2NP/Q3P3/2PP2P1/4P1B1/2B2RK1 w kq -,22,-212.0
r2qk2r/1p1n1ppp/2p3b1/p1bPp3/P3P3/2N2P2/1P2B1PP/R1BQK2R w KQkq -,28,-53.0
r1b1kbnr/1pq2ppp/p1np4/2p1p3/2P1P3/2N3P1/PP1PNPBP/R1BQ1RK1 b kq -,20,44.0
r1b1k2r/pp3ppp/1qp3n1/4n2Q/3pPN2/P2B4/1PPB2PP/R4RK1 w kq -,21,411.0
8/5pk1/7p/8/3q1p2/5P1P/6PK/5Q2 w - -,46,0.0
r1bq1rk1/1ppp1ppp/pn6/4P3/5Q2/1B6/PPPN1PPP/R4RK1 b - -,25,60.0
r1b2rk1/p3b1pp/2p1p1q1/1p1nP3/2N1NP2/P5PP/1PQ3BK/R3R3 w - -,23,215.0
2rq1rk1/pb3pp1/1p2p2p/2nP4/3QP3/1B3N2/P4PPP/3RR1K1 b - -,23,0.0
r1b4r/p3kppp/2Q1p3/1p1pP3/3p1P2/3q4/P2N2PP/R2NK2R w KQ -,22,591.0
rn1q1rk1/p1pbbppp/4pn2/Np1P4/4P3/2N3P1/PP3PBP/R1BQ1RK1 w - -,20,374.0
r2qkb1r/ppp2ppp/2n1pn2/3p2B1/2PP2b1/4PN2/PP2BPPP/RN1QK2R w KQkq -,21,95.0
2kr3r/pppbn1p1/2n4p/2q2p2/1PB5/3p1N2/P1PBQPPP/R3R1K1 w - -,25,431.0
2kbR3/pp6/2pp1np1/5pN1/3P1P2/1qPN2P1/1P1Q4/1K6 b - -,25,-158.0
1r1r2k1/5ppp/p3bn2/4R3/q7/1NR2P2/1PB2KPP/3Q4 w - -,28,-442.0
r1bqkbr1/p2ppp1p/5n2/1pp3N1/B2nP3/2PP4/PP3PPP/RNBQ1RK1 b q -,24,148.0
6k1/RR6/5p2/1b1pp3/8/8/6PK/8 b - -,20,1528.0
k7/5pp1/K5P1/7P/8/8/8/8 b - -,48,0.0
6k1/3q1p2/6p1/Qp1rb2p/8/P3B1PP/1P3P2/2R3K1 b - -,24,-6.0
2r1qr2/4p1Q1/3pk1p1/p5P1/1p6/1b3P2/1PP5/2K1R3 b - -,18,-1235.0
r2q1rk1/pp3ppp/4p3/2b5/4n3/2P2Q1P/PP3PP1/R1B1R1K1 w - -,24,7.0
8/1p6/3p2p1/7p/kP1NbP1P/2K3P1/8/8 b - -,44,0.0
3b4/6pp/pBk2p2/4nP2/1p2N3/1P4PP/2P2K2/8 w - -,20,479.0
r3r1k1/pp1b3p/3pP1p1/2p2pq1/2P3B1/1P5P/P4QP1/3R1RK1 b - -,27,-135.0
r2qk2r/ppp2p2/4b2p/3nP3/3Q3p/1B6/PPP3PP/RN3RK1 b kq -,24,27.0
2r1r1k1/pb2q2p/1pp1nb2/3p1p2/3Pn1p1/1Q1NP1P1/PP2NPBP/2RRB1K1 w - -,24,50.0
r2q1rk1/pp2bppp/5n2/3Pp3/1n6/1NNPBP2/PP4PP/R2QK2R b KQ -,20,-179.0
r3kb1r/4pp1p/2p3p1/2Pn1b2/PP6/5N2/3B1PPP/RN1KR3 b kq -,25,-50.0
2r3k1/p4p1p/1p1p2p1/3Pn2P/2rNP3/5P2/PP1R2P1/1K5R b - -,28,160.0
6k1/5pbp/1q4p1/p1p5/1p1pr3/P5QP/5PP1/1RR3K1 w - -,22,-323.0
r2q1rk1/pb3ppp/1pn1pn2/8/2BP4/P1P2N2/3B1PPP/R2Q1RK1 w - -,20,0.0
r2qkb1r/pp1b1ppp/n1pp1n2/3Pp3/2P1P3/2N5/PP3PPP/R1BQKBNR w KQkq -,22,23.0
7r/pp2kp1p/3n4/5R2/4B3/6P1/PP5P/6K1 w - -,44,0.0
2r1kb1r/pQ2pppp/2n2n2/3p4/3P1Bb1/2qB1N2/P2N1PPP/R4RK1 b k -,23,-119.0
8/R5p1/P4pkp/8/8/6PP/r4PK1/8 b - -,26,14.0
3r4/3r4/1p2kpp1/p1p4p/2PpPK2/1R3P1P/PP3P2/3R4 b - -,23,-160.0
1R6/2R2pkp/6p1/8/3P2P1/7P/2p5/3r3K w - -,23,-2.0
8/8/6p1/4pP2/8/1k1KP3/5P2/8 b - -,32,0.0
2r2rk1/3nppbp/p1np2p1/1p1N2P1/4P3/1P3B1P/PBPR1P2/1K5R b - -,20,13.0
rnb2rk1/pp3pp1/8/2Pp2q1/3Q2N1/3BP3/PPP2P2/RN2K2R b KQ -,23,499.0
r2r2k1/q3ppbp/p1ppbnp1/8/N3PQ2/1P1B4/PBP2PPP/R3R1K1 w - -,21,40.0
2rq1rk1/1b1nbp2/4p2Q/3pP2P/1p1p2N1/pP1P2P1/P1P2PB1/R3R1K1 w - -,25,-132.0
1r4k1/4r2p/2p3p1/2p1pb2/1b6/2BP2QP/P1P1N1P1/7K w - -,23,58.0
r7/5pk1/2R4p/3PK3/5P2/8/8/8 w - -,23,209.0
6k1/4R1b1/p2pp1pp/8/4P2P/4BPK1/r5P1/8 b - -,46,0.0
6k1/5pp1/p2R2rp/2Q5/1B2P3/3P4/1PP4q/4K3 w - -,21,501.0
8/6k1/8/3P1R2/4Pp1p/3r4/7K/8 b - -,36,0.0
8/7B/5N2/1Q2br2/1n1r4/3k4/1Kbn4/3R4 b - -,21,-97.0
3qkb1r/r1p1nppp/p1n1b3/3p4/3PP3/1QN2N2/PP3PPP/R1B1KB1R b KQk -,22,-51.0
r1n1k2r/pp3ppp/4pn2/3p4/1BNP4/7P/PPP2PP1/3R1RK1 w - -,28,3.0
r1b1kb1r/1p3p2/3p1n1p/p2pq1p1/P1B1P3/BP6/2P2PPP/R2QR1K1 w kq -,26,369.0
8/1p3k2/p1b4P/5B2/P2p1PP1/1P3K2/1b6/8 w - -,29,0.0
6k1/pp3p1p/6p1/4B3/1P4Pq/P4P1P/3r1NK1/5R2 b - -,23,-488.0
1q3rk1/2p1bpp1/3p1n1p/5b2/4P2B/1PN5/1PQ2PPP/5RK1 w - -,24,12.0
8/p1p3pp/B2k4/8/3b4/1P5P/5PK1/8 w - -,20,-82.0
8/3k4/p7/2P5/PPK3n1/8/5N2/8 b - -,48,0.0
3B4/1p6/p1p1k3/P1P1p2p/4P1p1/4KPP1/2b5/8 w - -,21,0.0
6k1/pp1R2pp/8/8/3Pr2P/1P5K/P7/8 b - -,21,3.0
6kr/4pp1p/p3Q1pB/1p1B4/8/2q3P1/5P2/7K b - -,49,-563.0
3rr1k1/ppq2ppp/5n2/3pb3/8/2PBB2P/PPQ2PP1/R4RK1 w - -,27,27.0
7r/4bppp/4p3/Q3Pnk1/3P3P/2P3P1/P2q1P2/R3R1K1 b - -,25,40.0
7k/6bp/2p5/pp1b1p2/2pq1P2/P1N2Q1P/1PP3PK/4B3 w - -,44,0.0
r1bqk2r/p3bpp1/2p1p3/3pPn1p/8/1N1B1Q2/PPP2PPP/R1B2RK1 b kq -,21,60.0
8/6p1/2r1k2p/5p2/6P1/5PK1/8/3R4 w - -,25,-17.0
2r1r1k1/pp3p1p/2pp2p1/6nn/2P1P3/1P2NP2/PB4PP/3RR1K1 b - -,23,215.0
8/5k2/5n2/p7/R7/1P3BP1/P2q1PK1/8 w - -,30,-213.0
8/8/4Pk2/6P1/2B2P2/p1b2K2/8/8 b - -,27,3821.0
2krr3/ppp2ppp/2p5/5PB1/4P3/P4P2/2P1QK1P/7q w - -,22,-683.0
R7/8/P2n4/4kP2/r5P1/5K2/8/8 b - -,30,3.0
rk1qr2b/1p1n1p2/2p5/p7/3pPPb1/3P4/PPPB1Q2/RK2R2B w KQkq -,23,-204.0
2B5/p1n1k3/8/8/P5P1/8/1P6/6K1 w - -,20,487.0
2r2rk1/1p1qb2p/p2ppnpP/4p1N1/4P3/n1N5/PPP1QPP1/K1BR3R b - -,25,-78.0
r3r2k/1p5p/5p1P/3npp2/p2p2R1/P2P2P1/1P1BPP2/R3K3 w Q -,20,20.0
6nr/pQ6/5k1p/2pp4/7P/2P5/PP4P1/6K1 w - -,20,553.0
2rqBnk1/p4pp1/3b1p2/7p/3P4/2N1B2P/bPQ2PP1/2KR3R b - -,17,-15.0
2q5/5nbk/6p1/Q7/6P1/1P3RN1/P2r2KP/8 w - -,23,391.0
qbbrkrnn/pppppppp/8/8/8/5N2/PPPPPPPP/QBBRKR1N b - -,22,19.0
r3qr1k/2p2pp1/pp2p2p/2P1P3/P5RP/4Q1P1/1P3P2/R5K1 b - -,29,5.0
5rk1/p3p1b1/3ppnp1/1N6/2r1P1P1/q3BP2/1PP5/2KR3R w - -,20,-14.0
rr4k1/4bppp/2p1p3/p1p1P1P1/2Pp4/1P1P4/P3PK1P/R1B2R2 b - -,28,19.0
3k4/3P1p1p/R5p1/1p6/8/P4P2/r5PP/6K1 b - -,34,-6.0
6Q1/3b4/2k5/1p2p3/6p1/2P1B3/P1PK4/8 w - -,20,3945.0
5rk1/p1p2n1p/1p1p2p1/3P1p2/Q7/P5P1/1P1brPBP/5RK1 w - -,22,393.0
r2q1rk1/3nbppp/bp2pn2/3p4/N2P4/1P4P1/P2NPPBP/R1BQR1K1 w - -,21,46.0
3rkr2/p4p2/2pqb2Q/1pp1p3/N3P1pP/1P1P2P1/P1P3P1/R4RK1 w - -,23,-50.0
r1b1r1k1/p1qn1pbp/1ppp1np1/4p3/3P4/PQPBPN1P/1P1N1PPB/R4RK1 b - -,23,37.0
r1b1k2r/5ppp/p3pn2/1p1pn3/1PpP4/q1P1P1P1/P1BN1PP1/R2QK2R w KQkq -,17,-87.0
3rr1k1/1b3pp1/npp1pq1p/p3P3/2pP1P1P/P1N3P1/1PQ3B1/3R1RK1 b - -,26,73.0
rn1qk2r/pbpp1ppp/1p2p3/8/2PP4/1P4PP/PB1nPP2/1R1QKB1R w Kkq -,20,-256.0
7k/p5pp/1b2r3/P2p4/4bp2/2P5/1P3PPP/R3R1K1 b - -,25,53.0
2R5/3r1p2/4pkp1/7p/7P/4B1P1/r4P2/5K2 b - -,20,-356.0
2rq1bk1/pb1n1p2/1pp2n1p/8/3PP2p/2NQ4/PP4PP/1BR2RK1 b - -,24,0.0
5Q2/8/8/4k3/8/3p4/3K4/6q1 w - -,48,0.0
rn1qkb1r/ppp1ppp1/5nb1/3p2Pp/3P4/2P1PP2/PP1N3P/R1BQKBNR b KQkq -,20,4.0
6k1/4bp2/4p2p/1N2P1P1/2Q5/1P4PK/5q1P/8 b - -,27,0.0
2kr3r/1ppbqpp1/p1n1pb2/3p3n/3P2NP/2N1PQ2/PPP2PB1/2KR3R w - -,20,-441.0
2r2rk1/p3qppp/8/1B1p4/4b3/PQn1P2P/3N1PP1/R4RK1 b - -,16,-314.0
r3r3/1b1R3p/p3pk2/1p2p3/8/PB6/1P3PPP/6K1 w - -,20,-356.0
2r3k1/1p1Rbp2/p5p1/7n/8/2P5/PPK4B/5B2 b - -,25,232.0
rnbqkb1r/ppp2ppp/4pn2/3B4/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq -,23,-348.0
r1bqk2r/ppp2ppp/2n5/b2B4/5B2/4PN2/P4PPP/2RQ1RK1 b kq -,20,134.0
4r1k1/r2bqppp/1ppp1n2/8/P7/1P1Q2P1/1BP2PBP/R4RK1 w - -,21,127.0
2r4Q/p2p1p2/3P2k1/1P6/5qP1/1K6/8/R6R b - -,21,-635.0
r3kb1r/1p3ppp/p1n1pn2/5q2/Q7/2P1B3/PP1NBPPP/R3K2R b KQkq -,30,12.0
8/8/8/p3k3/R7/1r3BK1/8/8 b - -,40,0.0
r2qkb1r/1pp2ppp/2n1pn2/pP1p1b2/2PP1B2/P3P3/5PPP/RN1QKBNR b KQkq -,23,-39.0
8/2rR1pk1/5p1p/4pB1K/4P1PP/8/8/2r5 w - -,30,-500.0
r1bq1rk1/pppn1ppp/3bpn2/3p4/2PP1B2/5NP1/PP2PPBP/RN1Q1RK1 w - -,28,66.0
2kb4/8/8/p1p1p1p1/P1P3P1/1P1p3r/2K1R3/1R6 w - -,24,-643.0
8/8/7k/5R1p/7P/r4PPK/8/8 b - -,36,325.0
4r1k1/Qp1b1pp1/2p4p/3p1r2/7q/2B4P/P4PP1/R4RK1 w - -,24,-175.0
rn1qk2r/1p3ppp/3b1n2/p3p1B1/P1B5/3P1N2/1pP2PPP/1R1QK2R b Kkq -,27,0.0
1k1r4/pbp2p2/1pn4r/3p2q1/3P1N1p/1QP1P3/P3BPP1/KR5R w - -,32,-20.0
r2q1rk1/1bp2p1p/1p2pnpb/p7/2NPn3/1P2P1P1/PBQN1PBP/2R1R1K1 b - -,19,150.0
r3kb1r/2qp2pp/bnn1p3/p3Pp2/2P5/5N2/PP1Q1PPP/RNB1KB1R w KQkq -,22,-100.0
Q5Rr/8/8/8/8/8/1P3kp1/1K6 b - -,38,487.0
2n1q1k1/pp4pp/2p2r2/3p1PQ1/1P1N4/2P4P/P5P1/5R1K b - -,23,-18.0
r3k2r/pp2n1pp/2p1bp2/3pp3/4PP2/3P1N2/PPPB2PP/2KR3R b kq -,24,7.0
5r2/1p4kp/2p5/3p1r2/p2P3B/P3RP2/1P1n1K1P/6R1 b - -,27,-123.0
8/6k1/6p1/8/pBP5/8/P2K4/1b6 b - -,40,-8.0
6k1/pp2bppp/4p3/4P3/1P1r4/P6P/r4PP1/1N2R1K1 w - -,29,-557.0
r1b2rk1/1pp1qppp/p1np4/4p3/1PB1Pn2/2PP1N1P/P2N1PP1/R2QR1K1 w - -,20,-6.0
6k1/3rnpp1/p1p1p2p/4P3/1P6/P6P/1B3PP1/2R2K2 w - -,22,29.0
6k1/5pp1/2p3r1/8/1r3P2/4q3/6B1/R4QKN w - -,26,-468.0
